DATE,TN,T_WA
2015-01-01,30.2,30.199999999999996
2015-01-02,32.4,32.4
2015-01-03,42.0,42.0
2015-01-04,53.8,53.8
2015-01-05,45.6,45.60000000000001
2015-01-06,29.6,29.6
2015-01-07,33.8,33.8
2015-01-08,19.8,19.800000000000004
2015-01-09,16.6,16.6
2015-01-10,25.8,25.800000000000004
2015-01-11,24.0,24.0
2015-01-12,35.8,35.8
2015-01-13,40.8,40.8
2015-01-14,34.0,34.0
2015-01-15,33.8,33.8
2015-01-16,31.8,31.800000000000004
2015-01-17,38.0,38.0
2015-01-18,43.6,43.60000000000001
2015-01-19,46.4,46.39999999999999
2015-01-20,48.8,48.8
2015-01-21,47.6,47.60000000000001
2015-01-22,44.8,44.8
2015-01-23,39.8,39.8
2015-01-24,37.4,37.4
2015-01-25,38.8,38.8
2015-01-26,43.8,43.8
2015-01-27,38.0,38.0
2015-01-28,37.6,37.6
2015-01-29,38.8,38.8
2015-01-30,47.6,47.60000000000001
2015-01-31,36.6,36.6
2015-02-01,36.6,36.6
2015-02-02,46.0,46.0
2015-02-03,34.2,34.2
2015-02-04,33.2,33.2
2015-02-05,40.4,40.39999999999999
2015-02-06,29.6,29.6
2015-02-07,32.6,32.6
2015-02-08,46.6,46.60000000000001
2015-02-09,53.0,53.0
2015-02-10,47.6,47.60000000000001
2015-02-11,38.4,38.4
2015-02-12,41.0,41.0
2015-02-13,31.0,31.0
2015-02-14,28.6,28.6
2015-02-15,36.4,36.4
2015-02-16,21.2,21.199999999999996
2015-02-17,25.2,25.199999999999996
2015-02-18,21.6,21.6
2015-02-19,21.2,21.199999999999996
2015-02-20,15.666666666666664,15.666666666666666
2015-02-21,22.25,22.25
2015-02-22,37.8,37.8
2015-02-23,36.6,36.6
2015-02-24,26.4,26.4
2015-02-25,26.6,26.6
2015-02-26,27.2,27.199999999999996
2015-02-27,32.0,32.0
2015-02-28,26.4,26.4
2015-03-01,35.4,35.4
2015-03-02,42.6,42.60000000000001
2015-03-03,40.4,40.39999999999999
2015-03-04,49.4,49.39999999999999
2015-03-05,47.4,47.39999999999999
2015-03-06,25.6,25.6
2015-03-07,24.0,24.0
2015-03-08,38.2,38.2
2015-03-09,45.2,45.2
2015-03-10,49.8,49.8
2015-03-11,57.0,57.0
2015-03-12,55.2,55.2
2015-03-13,56.2,56.2
2015-03-14,57.6,57.60000000000001
2015-03-15,56.4,56.39999999999999
2015-03-16,57.4,57.39999999999999
2015-03-17,57.8,57.8
2015-03-18,60.6,60.60000000000001
2015-03-19,49.4,49.39999999999999
2015-03-20,48.4,48.39999999999999
2015-03-21,51.0,51.0
2015-03-22,54.0,54.0
2015-03-23,55.4,55.39999999999999
2015-03-24,57.8,57.8
2015-03-25,59.8,59.8
2015-03-26,67.0,67.0
2015-03-27,55.6,55.60000000000001
2015-03-28,42.0,42.0
2015-03-29,37.4,37.4
2015-03-30,44.2,44.2
2015-03-31,56.8,56.8
2015-04-01,59.4,59.39999999999999
2015-04-02,61.8,61.8
2015-04-03,66.8,66.8
2015-04-04,63.2,63.2
2015-04-05,50.6,50.60000000000001
2015-04-06,50.2,50.2
2015-04-07,60.4,60.39999999999999
2015-04-08,67.8,67.8
2015-04-09,73.0,73.0
2015-04-10,74.2,74.2
2015-04-11,60.4,60.39999999999999
2015-04-12,58.2,58.2
2015-04-13,64.6,64.6
2015-04-14,67.8,67.8
2015-04-15,64.4,64.4
2015-04-16,63.6,63.60000000000001
2015-04-17,66.0,66.0
2015-04-18,65.4,65.4
2015-04-19,67.4,67.4
2015-04-20,65.8,65.8
2015-04-21,60.4,60.39999999999999
2015-04-22,56.6,56.60000000000001
2015-04-23,59.4,59.39999999999999
2015-04-24,54.4,54.39999999999999
2015-04-25,54.4,54.39999999999999
2015-04-26,67.2,67.2
2015-04-27,57.6,57.60000000000001
2015-04-28,55.2,55.2
2015-04-29,55.6,55.60000000000001
2015-04-30,58.0,58.0
2015-05-01,59.6,59.60000000000001
2015-05-02,55.4,55.39999999999999
2015-05-03,60.2,60.2
2015-05-04,63.4,63.39999999999999
2015-05-05,69.0,69.0
2015-05-06,70.2,70.2
2015-05-07,71.4,71.4
2015-05-08,72.0,72.0
2015-05-09,73.8,73.8
2015-05-10,74.6,74.6
2015-05-11,76.2,76.2
2015-05-12,73.6,73.6
2015-05-13,68.2,68.2
2015-05-14,65.2,65.2
2015-05-15,67.8,67.8
2015-05-16,74.0,74.0
2015-05-17,73.0,73.0
2015-05-18,74.6,74.6
2015-05-19,73.6,73.6
2015-05-20,73.2,73.2
2015-05-21,68.6,68.6
2015-05-22,57.4,57.39999999999999
2015-05-23,59.4,59.39999999999999
2015-05-24,67.2,67.2
2015-05-25,73.0,73.0
2015-05-26,73.0,73.0
2015-05-27,75.4,75.4
2015-05-28,73.8,73.8
2015-05-29,74.2,74.2
2015-05-30,75.8,75.8
2015-05-31,76.2,76.2
2015-06-01,71.4,71.4
2015-06-02,69.6,69.6
2015-06-03,67.0,67.0
2015-06-04,69.0,69.0
2015-06-05,71.2,71.2
2015-06-06,75.0,75.0
2015-06-07,76.8,76.8
2015-06-08,78.2,78.2
2015-06-09,79.2,79.20000000000002
2015-06-10,77.8,77.8
2015-06-11,78.4,78.4
2015-06-12,79.8,79.79999999999998
2015-06-13,80.2,80.20000000000002
2015-06-14,79.8,79.79999999999998
2015-06-15,81.2,81.20000000000002
2015-06-16,81.6,81.6
2015-06-17,82.6,82.6
2015-06-18,83.2,83.20000000000002
2015-06-19,82.0,82.0
2015-06-20,80.2,80.20000000000002
2015-06-21,80.4,80.4
2015-06-22,81.4,81.4
2015-06-23,81.8,81.79999999999998
2015-06-24,83.2,83.20000000000002
2015-06-25,83.2,83.20000000000002
2015-06-26,81.2,81.20000000000002
2015-06-27,82.8,82.79999999999998
2015-06-28,74.6,74.6
2015-06-29,71.8,71.8
2015-06-30,75.4,75.4
2015-07-01,76.0,76.0
2015-07-02,76.8,76.8
2015-07-03,76.4,76.4
2015-07-04,74.8,74.8
2015-07-05,75.2,75.2
2015-07-06,76.6,76.6
2015-07-07,77.2,77.2
2015-07-08,80.2,80.20000000000002
2015-07-09,80.0,80.0
2015-07-10,82.0,82.0
2015-07-11,81.8,81.79999999999998
2015-07-12,82.2,82.20000000000002
2015-07-13,82.0,82.0
2015-07-14,83.4,83.4
2015-07-15,80.6,80.6
2015-07-16,80.4,80.4
2015-07-17,80.4,80.4
2015-07-18,83.0,83.0
2015-07-19,84.6,84.6
2015-07-20,85.0,85.0
2015-07-21,84.6,84.6
2015-07-22,82.0,82.0
2015-07-23,80.6,80.6
2015-07-24,77.6,77.6
2015-07-25,81.2,81.20000000000002
2015-07-26,81.4,81.4
2015-07-27,81.2,81.20000000000002
2015-07-28,83.2,83.20000000000002
2015-07-29,85.2,85.20000000000002
2015-07-30,84.8,84.79999999999998
2015-07-31,80.8,80.79999999999998
2015-08-01,78.2,78.2
2015-08-02,79.0,79.0
2015-08-03,79.0,79.0
2015-08-04,80.2,80.20000000000002
2015-08-05,82.4,82.4
2015-08-06,79.2,79.20000000000002
2015-08-07,76.6,76.6
2015-08-08,77.2,77.2
2015-08-09,78.8,78.79999999999998
2015-08-10,80.0,80.0
2015-08-11,80.6,80.6
2015-08-12,80.8,80.79999999999998
2015-08-13,76.6,76.6
2015-08-14,74.6,74.6
2015-08-15,74.2,74.2
2015-08-16,77.4,77.4
2015-08-17,78.4,78.4
2015-08-18,77.6,77.6
2015-08-19,78.6,78.6
2015-08-20,78.2,78.2
2015-08-21,73.6,73.6
2015-08-22,73.2,73.2
2015-08-23,74.6,74.6
2015-08-24,78.8,78.79999999999998
2015-08-25,72.8,72.8
2015-08-26,68.8,68.8
2015-08-27,68.8,68.8
2015-08-28,71.4,71.4
2015-08-29,73.0,73.0
2015-08-30,77.8,77.8
2015-08-31,77.6,77.6
2015-09-01,76.8,76.8
2015-09-02,78.4,78.4
2015-09-03,80.2,80.20000000000002
2015-09-04,80.2,80.20000000000002
2015-09-05,80.6,80.6
2015-09-06,80.8,80.79999999999998
2015-09-07,79.4,79.4
2015-09-08,79.4,79.4
2015-09-09,78.8,78.79999999999998
2015-09-10,77.2,77.2
2015-09-11,76.6,76.6
2015-09-12,73.8,73.8
2015-09-13,64.8,64.8
2015-09-14,61.2,61.2
2015-09-15,63.2,63.2
2015-09-16,67.4,67.4
2015-09-17,69.6,69.6
2015-09-18,71.4,71.4
2015-09-19,72.4,72.4
2015-09-20,73.2,73.2
2015-09-21,70.6,70.6
2015-09-22,70.2,70.2
2015-09-23,69.6,69.6
2015-09-24,71.0,71.0
2015-09-25,72.6,72.6
2015-09-26,70.4,70.4
2015-09-27,70.6,70.6
2015-09-28,72.6,72.6
2015-09-29,73.6,73.6
2015-09-30,73.2,73.2
2015-10-01,69.4,69.4
2015-10-02,65.0,65.0
2015-10-03,59.2,59.2
2015-10-04,55.8,55.8
2015-10-05,63.4,63.39999999999999
2015-10-06,69.4,69.4
2015-10-07,71.8,71.8
2015-10-08,71.8,71.8
2015-10-09,71.4,71.4
2015-10-10,70.8,70.8
2015-10-11,61.4,61.39999999999999
2015-10-12,61.0,61.0
2015-10-13,68.0,68.0
2015-10-14,64.0,64.0
2015-10-15,61.8,61.8
2015-10-16,64.0,64.0
2015-10-17,57.2,57.2
2015-10-18,51.2,51.2
2015-10-19,49.2,49.2
2015-10-20,52.4,52.39999999999999
2015-10-21,56.8,56.8
2015-10-22,61.2,61.2
2015-10-23,63.0,63.0
2015-10-24,66.0,66.0
2015-10-25,66.0,66.0
2015-10-26,61.8,61.8
2015-10-27,59.0,59.0
2015-10-28,58.4,58.39999999999999
2015-10-29,64.2,64.2
2015-10-30,57.8,57.8
2015-10-31,52.0,52.0
2015-11-01,56.0,56.0
2015-11-02,61.2,61.2
2015-11-03,64.2,64.2
2015-11-04,67.0,67.0
2015-11-05,68.0,68.0
2015-11-06,70.0,70.0
2015-11-07,67.0,67.0
2015-11-08,56.2,56.2
2015-11-09,53.8,53.8
2015-11-10,52.8,52.8
2015-11-11,53.8,53.8
2015-11-12,56.2,56.2
2015-11-13,56.6,56.60000000000001
2015-11-14,49.4,49.39999999999999
2015-11-15,47.0,47.0
2015-11-16,48.4,48.39999999999999
2015-11-17,49.8,49.8
2015-11-18,61.0,61.0
2015-11-19,59.2,59.2
2015-11-20,54.6,54.60000000000001
2015-11-21,47.2,47.2
2015-11-22,46.2,46.2
2015-11-23,35.2,35.2
2015-11-24,38.0,38.0
2015-11-25,44.4,44.39999999999999
2015-11-26,50.2,50.2
2015-11-27,59.2,59.2
2015-11-28,59.8,59.8
2015-11-29,57.4,57.39999999999999
2015-11-30,52.6,52.60000000000001
2015-12-01,54.8,54.8
2015-12-02,53.4,53.39999999999999
2015-12-03,47.0,47.0
2015-12-04,40.2,40.2
2015-12-05,41.6,41.60000000000001
2015-12-06,43.6,43.60000000000001
2015-12-07,45.6,45.60000000000001
2015-12-08,46.8,46.8
2015-12-09,47.0,47.0
2015-12-10,50.8,50.8
2015-12-11,52.6,52.60000000000001
2015-12-12,62.8,62.8
2015-12-13,65.8,65.8
2015-12-14,63.6,63.60000000000001
2015-12-15,57.4,57.39999999999999
2015-12-16,53.2,53.2
2015-12-17,53.0,53.0
2015-12-18,45.4,45.39999999999999
2015-12-19,36.2,36.2
2015-12-20,38.8,38.8
2015-12-21,40.4,40.39999999999999
2015-12-22,51.2,51.2
2015-12-23,57.6,57.60000000000001
2015-12-24,64.4,64.4
2015-12-25,61.6,61.60000000000001
2015-12-26,60.4,60.39999999999999
2015-12-27,65.6,65.6
2015-12-28,64.8,64.8
2015-12-29,61.6,61.60000000000001
2015-12-30,50.2,50.2
2015-12-31,46.6,46.60000000000001
2016-01-01,42.2,42.2
2016-01-02,36.6,36.6
2016-01-03,36.2,36.2
2016-01-04,38.8,38.8
2016-01-05,32.0,32.0
2016-01-06,33.0,33.0
2016-01-07,35.8,35.8
2016-01-08,41.8,41.8
2016-01-09,50.8,50.8
2016-01-10,45.8,45.8
2016-01-11,29.8,29.800000000000004
2016-01-12,27.0,27.0
2016-01-13,36.2,36.2
2016-01-14,33.6,33.6
2016-01-15,45.8,45.8
2016-01-16,44.2,44.2
2016-01-17,38.8,38.8
2016-01-18,32.6,32.6
2016-01-19,21.0,21.0
2016-01-20,21.6,21.6
2016-01-21,28.8,28.800000000000004
2016-01-22,33.8,33.8
2016-01-23,31.0,31.0
2016-01-24,26.6,26.6
2016-01-25,30.0,30.0
2016-01-26,42.6,42.60000000000001
2016-01-27,42.2,42.2
2016-01-28,33.8,33.8
2016-01-29,37.4,37.4
2016-01-30,40.8,40.8
2016-01-31,50.8,50.8
2016-02-01,58.6,58.60000000000001
2016-02-02,54.2,54.2
2016-02-03,61.0,61.0
2016-02-04,51.2,51.2
2016-02-05,37.8,37.8
2016-02-06,36.4,36.4
2016-02-07,38.8,38.8
2016-02-08,40.4,40.39999999999999
2016-02-09,38.6,38.6
2016-02-10,28.2,28.199999999999996
2016-02-11,25.8,25.800000000000004
2016-02-12,35.0,35.0
2016-02-13,35.8,35.8
2016-02-14,26.8,26.800000000000004
2016-02-15,30.6,30.6
2016-02-16,38.2,38.2
2016-02-17,41.2,41.2
2016-02-18,39.8,39.8
2016-02-19,46.0,46.0
2016-02-20,56.0,56.0
2016-02-21,59.8,59.8
2016-02-22,59.0,59.0
2016-02-23,51.6,51.60000000000001
2016-02-24,50.6,50.60000000000001
2016-02-25,46.0,46.0
2016-02-26,39.4,39.39999999999999
2016-02-27,37.8,37.8
2016-02-28,44.4,44.39999999999999
2016-02-29,53.0,53.0
2016-03-01,54.6,54.60000000000001
2016-03-02,49.6,49.60000000000001
2016-03-03,39.0,39.0
2016-03-04,41.0,41.0
2016-03-05,42.0,42.0
2016-03-06,46.6,46.60000000000001
2016-03-07,49.0,49.0
2016-03-08,57.6,57.60000000000001
2016-03-09,62.4,62.39999999999999
2016-03-10,62.4,62.39999999999999
2016-03-11,63.0,63.0
2016-03-12,60.6,60.60000000000001
2016-03-13,65.8,65.8
2016-03-14,64.0,64.0
2016-03-15,61.2,61.2
2016-03-16,67.0,67.0
2016-03-17,61.0,61.0
2016-03-18,55.6,55.60000000000001
2016-03-19,54.8,54.8
2016-03-20,49.6,49.60000000000001
2016-03-21,42.2,42.2
2016-03-22,43.6,43.60000000000001
2016-03-23,52.0,52.0
2016-03-24,61.2,61.2
2016-03-25,59.4,59.39999999999999
2016-03-26,50.0,50.0
2016-03-27,55.6,55.60000000000001
2016-03-28,61.2,61.2
2016-03-29,53.6,53.60000000000001
2016-03-30,52.0,52.0
2016-03-31,60.0,60.0
2016-04-01,65.8,65.8
2016-04-02,59.6,59.60000000000001
2016-04-03,53.4,53.39999999999999
2016-04-04,52.2,52.2
2016-04-05,60.4,60.39999999999999
2016-04-06,50.8,50.8
2016-04-07,54.6,54.60000000000001
2016-04-08,56.0,56.0
2016-04-09,49.8,49.8
2016-04-10,45.8,45.8
2016-04-11,55.4,55.39999999999999
2016-04-12,60.0,60.0
2016-04-13,54.2,54.2
2016-04-14,55.2,55.2
2016-04-15,61.4,61.39999999999999
2016-04-16,63.4,63.39999999999999
2016-04-17,63.0,63.0
2016-04-18,64.2,64.2
2016-04-19,65.2,65.2
2016-04-20,64.8,64.8
2016-04-21,69.8,69.8
2016-04-22,67.4,67.4
2016-04-23,63.2,63.2
2016-04-24,61.8,61.8
2016-04-25,64.2,64.2
2016-04-26,69.0,69.0
2016-04-27,71.8,71.8
2016-04-28,72.0,72.0
2016-04-29,71.0,71.0
2016-04-30,65.0,65.0
2016-05-01,68.0,68.0
2016-05-02,71.4,71.4
2016-05-03,65.2,65.2
2016-05-04,60.4,60.39999999999999
2016-05-05,59.2,59.2
2016-05-06,54.2,54.2
2016-05-07,58.6,58.60000000000001
2016-05-08,66.2,66.2
2016-05-09,70.8,70.8
2016-05-10,69.4,69.4
2016-05-11,72.6,72.6
2016-05-12,74.8,74.8
2016-05-13,71.6,71.6
2016-05-14,65.0,65.0
2016-05-15,57.4,57.39999999999999
2016-05-16,55.2,55.2
2016-05-17,58.2,58.2
2016-05-18,65.8,65.8
2016-05-19,60.4,60.39999999999999
2016-05-20,63.4,63.39999999999999
2016-05-21,65.2,65.2
2016-05-22,66.2,66.2
2016-05-23,66.0,66.0
2016-05-24,66.2,66.2
2016-05-25,70.0,70.0
2016-05-26,71.8,71.8
2016-05-27,75.0,75.0
2016-05-28,74.6,74.6
2016-05-29,75.4,75.4
2016-05-30,75.8,75.8
2016-05-31,76.0,76.0
2016-06-01,76.2,76.2
2016-06-02,77.4,77.4
2016-06-03,76.6,76.6
2016-06-04,77.0,77.0
2016-06-05,77.4,77.4
2016-06-06,74.8,74.8
2016-06-07,74.0,74.0
2016-06-08,73.2,73.2
2016-06-09,70.4,70.4
2016-06-10,71.2,71.2
2016-06-11,75.0,75.0
2016-06-12,78.8,78.79999999999998
2016-06-13,81.2,81.20000000000002
2016-06-14,81.8,81.79999999999998
2016-06-15,80.2,80.20000000000002
2016-06-16,81.0,81.0
2016-06-17,82.2,82.20000000000002
2016-06-18,80.6,80.6
2016-06-19,78.8,78.79999999999998
2016-06-20,77.8,77.8
2016-06-21,78.2,78.2
2016-06-22,80.6,80.6
2016-06-23,83.4,83.4
2016-06-24,84.4,84.4
2016-06-25,82.0,82.0
2016-06-26,82.8,82.79999999999998
2016-06-27,82.8,82.79999999999998
2016-06-28,81.0,81.0
2016-06-29,81.2,81.20000000000002
2016-06-30,76.6,76.6
2016-07-01,75.8,75.8
2016-07-02,78.4,78.4
2016-07-03,79.8,79.79999999999998
2016-07-04,82.4,82.4
2016-07-05,83.0,83.0
2016-07-06,81.4,81.4
2016-07-07,82.4,82.4
2016-07-08,81.2,81.20000000000002
2016-07-09,82.0,82.0
2016-07-10,79.4,79.4
2016-07-11,78.8,78.79999999999998
2016-07-12,78.2,78.2
2016-07-13,81.4,81.4
2016-07-14,82.6,82.6
2016-07-15,79.6,79.6
2016-07-16,79.8,79.79999999999998
2016-07-17,80.0,80.0
2016-07-18,81.4,81.4
2016-07-19,83.0,83.0
2016-07-20,83.4,83.4
2016-07-21,83.4,83.4
2016-07-22,84.2,84.20000000000002
2016-07-23,84.8,84.79999999999998
2016-07-24,83.6,83.6
2016-07-25,83.6,83.6
2016-07-26,85.4,85.4
2016-07-27,85.4,85.4
2016-07-28,84.8,84.79999999999998
2016-07-29,80.6,80.6
2016-07-30,80.2,80.20000000000002
2016-07-31,80.4,80.4
2016-08-01,81.2,81.20000000000002
2016-08-02,82.4,82.4
2016-08-03,83.8,83.79999999999998
2016-08-04,82.8,82.79999999999998
2016-08-05,82.8,82.79999999999998
2016-08-06,83.6,83.6
2016-08-07,82.6,82.6
2016-08-08,82.0,82.0
2016-08-09,81.6,81.6
2016-08-10,83.6,83.6
2016-08-11,84.0,84.0
2016-08-12,83.2,83.20000000000002
2016-08-13,83.2,83.20000000000002
2016-08-14,82.2,82.20000000000002
2016-08-15,81.8,81.79999999999998
2016-08-16,81.0,81.0
2016-08-17,79.8,79.79999999999998
2016-08-18,79.2,79.20000000000002
2016-08-19,77.2,77.2
2016-08-20,77.8,77.8
2016-08-21,78.4,78.4
2016-08-22,74.8,74.8
2016-08-23,73.4,73.4
2016-08-24,75.8,75.8
2016-08-25,80.8,80.79999999999998
2016-08-26,82.2,82.20000000000002
2016-08-27,82.2,82.20000000000002
2016-08-28,82.2,82.20000000000002
2016-08-29,83.4,83.4
2016-08-30,82.4,82.4
2016-08-31,83.0,83.0
2016-09-01,82.4,82.4
2016-09-02,77.2,77.2
2016-09-03,73.6,73.6
2016-09-04,72.6,72.6
2016-09-05,77.2,77.2
2016-09-06,79.2,79.20000000000002
2016-09-07,79.0,79.0
2016-09-08,79.8,79.79999999999998
2016-09-09,80.8,80.79999999999998
2016-09-10,81.0,81.0
2016-09-11,79.0,79.0
2016-09-12,72.6,72.6
2016-09-13,73.8,73.8
